Map (num_proc=2): 100%|██████| 10047/10047 [00:03<00:00, 3033.17 examples/s]
==((====))==  Unsloth - 2x faster free finetuning | Num GPUs = 1
   \\   /|    Num examples = 10,047 | Num Epochs = 15
O^O/ \_/ \    Batch size per device = 128 | Gradient Accumulation steps = 2
\        /    Total batch size = 256 | Total steps = 585
 "-____-"     Number of trainable parameters = 24,313,856
[34m[1mwandb[0m: [33mWARNING[0m The `run_name` is currently set to the same value as `TrainingArguments.output_dir`. If this was not intended, please specify a different run name by setting the `TrainingArguments.run_name` parameter.
                                                                                                                       
{'loss': 2.4437, 'grad_norm': 0.26602962613105774, 'learning_rate': 4e-05, 'epoch': 0.03}
{'loss': 1.1509, 'grad_norm': 0.20473770797252655, 'learning_rate': 2.59276262430861e-05, 'epoch': 11.37}
{'loss': 1.2502, 'grad_norm': 0.20308268070220947, 'learning_rate': 2.5564826243772966e-05, 'epoch': 11.39}
{'loss': 1.1769, 'grad_norm': 0.20710235834121704, 'learning_rate': 2.520421008489494e-05, 'epoch': 11.42}
{'loss': 1.2195, 'grad_norm': 0.2086656242609024, 'learning_rate': 2.484578834650587e-05, 'epoch': 11.44}
{'loss': 1.1801, 'grad_norm': 0.20426329970359802, 'learning_rate': 2.4489571544277945e-05, 'epoch': 11.47}
{'loss': 1.2231, 'grad_norm': 0.2035490870475769, 'learning_rate': 2.4135570129193064e-05, 'epoch': 11.49}
{'loss': 1.2301, 'grad_norm': 0.21336226165294647, 'learning_rate': 2.3783794487236365e-05, 'epoch': 11.52}
{'loss': 1.1729, 'grad_norm': 0.20972999930381775, 'learning_rate': 2.3434254939091315e-05, 'epoch': 11.54}
{'loss': 1.1955, 'grad_norm': 0.20506644248962402, 'learning_rate': 2.308696173983711e-05, 'epoch': 11.57}
{'loss': 1.1829, 'grad_norm': 0.19863365590572357, 'learning_rate': 2.2741925078647675e-05, 'epoch': 11.59}
{'loss': 1.2129, 'grad_norm': 0.20917068421840668, 'learning_rate': 2.2399155078492694e-05, 'epoch': 11.62}
{'loss': 1.2259, 'grad_norm': 0.20850709080696106, 'learning_rate': 2.205866179584084e-05, 'epoch': 11.65}
{'loss': 1.1868, 'grad_norm': 0.19750502705574036, 'learning_rate': 2.1720455220364444e-05, 'epoch': 11.67}
{'loss': 1.1967, 'grad_norm': 0.20563198626041412, 'learning_rate': 2.1384545274646562e-05, 'epoch': 11.7}
{'loss': 1.191, 'grad_norm': 0.2085161805152893, 'learning_rate': 2.1050941813889836e-05, 'epoch': 11.72}
{'loss': 1.1821, 'grad_norm': 0.20722684264183044, 'learning_rate': 2.0719654625627403e-05, 'epoch': 11.75}
{'loss': 1.153, 'grad_norm': 0.2041959911584854, 'learning_rate': 2.0390693429435627e-05, 'epoch': 11.77}
{'loss': 1.233, 'grad_norm': 0.21746225655078888, 'learning_rate': 2.006406787664905e-05, 'epoch': 11.8}
{'loss': 1.1775, 'grad_norm': 0.21011018753051758, 'learning_rate': 1.9739787550077116e-05, 'epoch': 11.82}
{'loss': 1.1691, 'grad_norm': 0.20809702575206757, 'learning_rate': 1.9417861963723204e-05, 'epoch': 11.85}
{'loss': 1.2302, 'grad_norm': 0.21160158514976501, 'learning_rate': 1.9098300562505266e-05, 'epoch': 11.87}
{'loss': 1.2165, 'grad_norm': 0.20425857603549957, 'learning_rate': 1.87811127219789e-05, 'epoch': 11.9}
{'loss': 1.1875, 'grad_norm': 0.20598343014717102, 'learning_rate': 1.8466307748062205e-05, 'epoch': 11.92}
{'loss': 1.1716, 'grad_norm': 0.19317172467708588, 'learning_rate': 1.8153894876762824e-05, 'epoch': 11.95}
{'loss': 1.1962, 'grad_norm': 0.20901210606098175, 'learning_rate': 1.784388327390687e-05, 'epoch': 11.97}
{'loss': 1.7597, 'grad_norm': 0.43855467438697815, 'learning_rate': 1.7536282034870067e-05, 'epoch': 12.0}
{'loss': 1.2017, 'grad_norm': 0.20830368995666504, 'learning_rate': 1.7231100184310956e-05, 'epoch': 12.03}
{'loss': 1.2004, 'grad_norm': 0.20251046121120453, 'learning_rate': 1.692834667590598e-05, 'epoch': 12.05}
{'loss': 1.1838, 'grad_norm': 0.20247462391853333, 'learning_rate': 1.6628030392087e-05, 'epoch': 12.08}
{'loss': 1.1933, 'grad_norm': 0.1987127661705017, 'learning_rate': 1.6330160143780416e-05, 'epoch': 12.1}
{'loss': 1.2045, 'grad_norm': 0.20799651741981506, 'learning_rate': 1.6034744670148972e-05, 'epoch': 12.13}
{'loss': 1.2163, 'grad_norm': 0.20665618777275085, 'learning_rate': 1.5741792638335095e-05, 'epoch': 12.15}
{'loss': 1.1914, 'grad_norm': 0.20269185304641724, 'learning_rate': 1.5451312643206827e-05, 'epoch': 12.18}
{'loss': 1.2072, 'grad_norm': 0.20798359811306, 'learning_rate': 1.516331320710549e-05, 'epoch': 12.2}
{'loss': 1.1965, 'grad_norm': 0.2090843915939331, 'learning_rate': 1.4877802779595762e-05, 'epoch': 12.23}
{'loss': 1.183, 'grad_norm': 0.21133077144622803, 'learning_rate': 1.4594789737217717e-05, 'epoch': 12.25}
{'loss': 1.171, 'grad_norm': 0.2067318558692932, 'learning_rate': 1.4314282383241096e-05, 'epoch': 12.28}
{'loss': 1.1746, 'grad_norm': 0.2134135514497757, 'learning_rate': 1.403628894742165e-05, 'epoch': 12.3}
{'loss': 1.1752, 'grad_norm': 0.2101144790649414, 'learning_rate': 1.376081758575981e-05, 'epoch': 12.33}
{'loss': 1.1951, 'grad_norm': 0.20041686296463013, 'learning_rate': 1.3487876380261233e-05, 'epoch': 12.35}
{'loss': 1.1844, 'grad_norm': 0.21364371478557587, 'learning_rate': 1.3217473338699859e-05, 'epoch': 12.38}
{'loss': 1.1864, 'grad_norm': 0.20155581831932068, 'learning_rate': 1.2949616394382802e-05, 'epoch': 12.41}
{'loss': 1.1807, 'grad_norm': 0.20531819760799408, 'learning_rate': 1.2684313405917703e-05, 'epoch': 12.43}
{'loss': 1.2256, 'grad_norm': 0.19760094583034515, 'learning_rate': 1.2421572156982175e-05, 'epoch': 12.46}
{'loss': 1.2036, 'grad_norm': 0.2105155885219574, 'learning_rate': 1.2161400356095375e-05, 'epoch': 12.48}
{'loss': 1.1984, 'grad_norm': 0.20266836881637573, 'learning_rate': 1.1903805636391874e-05, 'epoch': 12.51}
{'loss': 1.1993, 'grad_norm': 0.2084091305732727, 'learning_rate': 1.1648795555397719e-05, 'epoch': 12.53}
{'loss': 1.1978, 'grad_norm': 0.20547999441623688, 'learning_rate': 1.1396377594808716e-05, 'epoch': 12.56}
{'loss': 1.2079, 'grad_norm': 0.20503732562065125, 'learning_rate': 1.1146559160270875e-05, 'epoch': 12.58}
{'loss': 1.171, 'grad_norm': 0.20811006426811218, 'learning_rate': 1.0899347581163221e-05, 'epoch': 12.61}
{'loss': 1.1628, 'grad_norm': 0.206375390291214, 'learning_rate': 1.0654750110382628e-05, 'epoch': 12.63}
{'loss': 1.154, 'grad_norm': 0.20993144810199738, 'learning_rate': 1.0412773924131203e-05, 'epoch': 12.66}
{'loss': 1.1832, 'grad_norm': 0.2225298136472702, 'learning_rate': 1.0173426121705576e-05, 'epoch': 12.68}
{'loss': 1.1769, 'grad_norm': 0.2039622664451599, 'learning_rate': 9.936713725288705e-06, 'epoch': 12.71}
{'loss': 1.1745, 'grad_norm': 0.20305228233337402, 'learning_rate': 9.702643679743817e-06, 'epoch': 12.73}
{'loss': 1.1603, 'grad_norm': 0.20437565445899963, 'learning_rate': 9.471222852410744e-06, 'epoch': 12.76}
{'loss': 1.1846, 'grad_norm': 0.2071877419948578, 'learning_rate': 9.242458032904311e-06, 'epoch': 12.78}
{'loss': 1.1745, 'grad_norm': 0.20515449345111847, 'learning_rate': 9.016355932915177e-06, 'epoch': 12.81}
{'loss': 1.1775, 'grad_norm': 0.21397487819194794, 'learning_rate': 8.792923186013024e-06, 'epoch': 12.84}
{'loss': 1.1606, 'grad_norm': 0.2095841020345688, 'learning_rate': 8.57216634745177e-06, 'epoch': 12.86}
{'loss': 1.1899, 'grad_norm': 0.21026524901390076, 'learning_rate': 8.354091893977401e-06, 'epoch': 12.89}
{'loss': 1.1738, 'grad_norm': 0.2064894586801529, 'learning_rate': 8.138706223637827e-06, 'epoch': 12.91}
{'loss': 1.1814, 'grad_norm': 0.20540904998779297, 'learning_rate': 7.926015655595254e-06, 'epoch': 12.94}
{'loss': 1.2147, 'grad_norm': 0.2086099535226822, 'learning_rate': 7.716026429940725e-06, 'epoch': 12.96}
{'loss': 1.1821, 'grad_norm': 0.19976182281970978, 'learning_rate': 7.508744707511117e-06, 'epoch': 12.99}
{'loss': 1.7499, 'grad_norm': 0.42980119585990906, 'learning_rate': 7.304176569708321e-06, 'epoch': 13.01}
{'loss': 1.1363, 'grad_norm': 0.2048756182193756, 'learning_rate': 7.102328018320858e-06, 'epoch': 13.04}
{'loss': 1.2038, 'grad_norm': 0.20146387815475464, 'learning_rate': 6.903204975347777e-06, 'epoch': 13.06}
{'loss': 1.201, 'grad_norm': 0.20228902995586395, 'learning_rate': 6.70681328282492e-06, 'epoch': 13.09}
{'loss': 1.1873, 'grad_norm': 0.20478485524654388, 'learning_rate': 6.513158702653488e-06, 'epoch': 13.11}
{'loss': 1.2244, 'grad_norm': 0.2010023444890976, 'learning_rate': 6.322246916431107e-06, 'epoch': 13.14}
{'loss': 1.1746, 'grad_norm': 0.19982805848121643, 'learning_rate': 6.13408352528495e-06, 'epoch': 13.16}
{'loss': 1.1698, 'grad_norm': 0.20449630916118622, 'learning_rate': 5.948674049707603e-06, 'epoch': 13.19}
{'loss': 1.2054, 'grad_norm': 0.2040131390094757, 'learning_rate': 5.766023929394959e-06, 'epoch': 13.22}
{'loss': 1.1407, 'grad_norm': 0.1998719722032547, 'learning_rate': 5.58613852308667e-06, 'epoch': 13.24}
{'loss': 1.1986, 'grad_norm': 0.19962093234062195, 'learning_rate': 5.409023108408973e-06, 'epoch': 13.27}
{'loss': 1.175, 'grad_norm': 0.19942942261695862, 'learning_rate': 5.2346828817197655e-06, 'epoch': 13.29}
{'loss': 1.1817, 'grad_norm': 0.1993257701396942, 'learning_rate': 5.063122957956212e-06, 'epoch': 13.32}
{'loss': 1.2053, 'grad_norm': 0.20507703721523285, 'learning_rate': 4.8943483704846475e-06, 'epoch': 13.34}
{'loss': 1.1582, 'grad_norm': 0.19780147075653076, 'learning_rate': 4.728364070952951e-06, 'epoch': 13.37}
{'loss': 1.1865, 'grad_norm': 0.20438364148139954, 'learning_rate': 4.565174929145188e-06, 'epoch': 13.39}
{'loss': 1.1742, 'grad_norm': 0.20181164145469666, 'learning_rate': 4.404785732838846e-06, 'epoch': 13.42}
{'loss': 1.2027, 'grad_norm': 0.20588742196559906, 'learning_rate': 4.247201187664218e-06, 'epoch': 13.44}
{'loss': 1.1413, 'grad_norm': 0.20628508925437927, 'learning_rate': 4.092425916966536e-06, 'epoch': 13.47}
{'loss': 1.2088, 'grad_norm': 0.205025315284729, 'learning_rate': 3.940464461670135e-06, 'epoch': 13.49}
{'loss': 1.221, 'grad_norm': 0.21077688038349152, 'learning_rate': 3.791321280145366e-06, 'epoch': 13.52}
{'loss': 1.1415, 'grad_norm': 0.19855725765228271, 'learning_rate': 3.6450007480777093e-06, 'epoch': 13.54}
{'loss': 1.1864, 'grad_norm': 0.20184600353240967, 'learning_rate': 3.5015071583394677e-06, 'epoch': 13.57}
{'loss': 1.2238, 'grad_norm': 0.2100483924150467, 'learning_rate': 3.360844720863765e-06, 'epoch': 13.59}
{'loss': 1.196, 'grad_norm': 0.19878846406936646, 'learning_rate': 3.2230175625210246e-06, 'epoch': 13.62}
{'loss': 1.2019, 'grad_norm': 0.2034151703119278, 'learning_rate': 3.0880297269979653e-06, 'epoch': 13.65}
{'loss': 1.1381, 'grad_norm': 0.20437133312225342, 'learning_rate': 2.9558851746788517e-06, 'epoch': 13.67}
{'loss': 1.2095, 'grad_norm': 0.20428457856178284, 'learning_rate': 2.826587782529444e-06, 'epoch': 13.7}
{'loss': 1.1445, 'grad_norm': 0.20221124589443207, 'learning_rate': 2.700141343983098e-06, 'epoch': 13.72}
{'loss': 1.1869, 'grad_norm': 0.20536558330059052, 'learning_rate': 2.576549568829578e-06, 'epoch': 13.75}
{'loss': 1.1958, 'grad_norm': 0.20741476118564606, 'learning_rate': 2.455816083106166e-06, 'epoch': 13.77}
{'loss': 1.1764, 'grad_norm': 0.20601987838745117, 'learning_rate': 2.3379444289913342e-06, 'epoch': 13.8}
{'loss': 1.1503, 'grad_norm': 0.1994740217924118, 'learning_rate': 2.2229380647007304e-06, 'epoch': 13.82}
{'loss': 1.2064, 'grad_norm': 0.2030753493309021, 'learning_rate': 2.110800364385812e-06, 'epoch': 13.85}
{'loss': 1.1627, 'grad_norm': 0.20508791506290436, 'learning_rate': 2.0015346180347616e-06, 'epoch': 13.87}
{'loss': 1.2093, 'grad_norm': 0.20573580265045166, 'learning_rate': 1.8951440313760837e-06, 'epoch': 13.9}
{'loss': 1.1737, 'grad_norm': 0.2014314979314804, 'learning_rate': 1.7916317257844039e-06, 'epoch': 13.92}
{'loss': 1.156, 'grad_norm': 0.20298269391059875, 'learning_rate': 1.6910007381890081e-06, 'epoch': 13.95}
{'loss': 1.1821, 'grad_norm': 0.19833382964134216, 'learning_rate': 1.5932540209846914e-06, 'epoch': 13.97}
{'loss': 1.7457, 'grad_norm': 0.4290488660335541, 'learning_rate': 1.4983944419451613e-06, 'epoch': 14.0}
{'loss': 1.1562, 'grad_norm': 0.204171821475029, 'learning_rate': 1.4064247841388712e-06, 'epoch': 14.03}
{'loss': 1.162, 'grad_norm': 0.19610893726348877, 'learning_rate': 1.317347745847386e-06, 'epoch': 14.05}
{'loss': 1.1681, 'grad_norm': 0.20538084208965302, 'learning_rate': 1.231165940486234e-06, 'epoch': 14.08}
{'loss': 1.1894, 'grad_norm': 0.20393800735473633, 'learning_rate': 1.1478818965281911e-06, 'epoch': 14.1}
{'loss': 1.1737, 'grad_norm': 0.20018108189105988, 'learning_rate': 1.0674980574291393e-06, 'epoch': 14.13}
{'loss': 1.1881, 'grad_norm': 0.20513008534908295, 'learning_rate': 9.900167815563465e-07, 'epoch': 14.15}
{'loss': 1.1821, 'grad_norm': 0.1972251534461975, 'learning_rate': 9.154403421193225e-07, 'epoch': 14.18}
{'loss': 1.1892, 'grad_norm': 0.2022082507610321, 'learning_rate': 8.437709271030603e-07, 'epoch': 14.2}
{'loss': 1.1707, 'grad_norm': 0.19850054383277893, 'learning_rate': 7.750106392038881e-07, 'epoch': 14.23}
{'loss': 1.1858, 'grad_norm': 0.2002100795507431, 'learning_rate': 7.091614957677517e-07, 'epoch': 14.25}
{'loss': 1.2085, 'grad_norm': 0.20329849421977997, 'learning_rate': 6.462254287310843e-07, 'epoch': 14.28}
{'loss': 1.212, 'grad_norm': 0.19601556658744812, 'learning_rate': 5.862042845640403e-07, 'epoch': 14.3}
{'loss': 1.2013, 'grad_norm': 0.2012057900428772, 'learning_rate': 5.290998242163836e-07, 'epoch': 14.33}
{'loss': 1.1567, 'grad_norm': 0.20297910273075104, 'learning_rate': 4.7491372306580627e-07, 'epoch': 14.35}
{'loss': 1.1752, 'grad_norm': 0.20115786790847778, 'learning_rate': 4.2364757086876817e-07, 'epoch': 14.38}
{'loss': 1.1716, 'grad_norm': 0.20245510339736938, 'learning_rate': 3.7530287171387843e-07, 'epoch': 14.41}
{'loss': 1.209, 'grad_norm': 0.20093432068824768, 'learning_rate': 3.298810439777311e-07, 'epoch': 14.43}
{'loss': 1.1893, 'grad_norm': 0.19716684520244598, 'learning_rate': 2.873834202833159e-07, 'epoch': 14.46}
{'loss': 1.1696, 'grad_norm': 0.19789157807826996, 'learning_rate': 2.4781124746092734e-07, 'epoch': 14.48}
{'loss': 1.1746, 'grad_norm': 0.19922931492328644, 'learning_rate': 2.1116568651156076e-07, 'epoch': 14.51}
{'loss': 1.1687, 'grad_norm': 0.20048601925373077, 'learning_rate': 1.7744781257287291e-07, 'epoch': 14.53}
{'loss': 1.1936, 'grad_norm': 0.19888700544834137, 'learning_rate': 1.4665861488761813e-07, 'epoch': 14.56}
{'loss': 1.1995, 'grad_norm': 0.20248521864414215, 'learning_rate': 1.1879899677462725e-07, 'epoch': 14.58}
{'loss': 1.1863, 'grad_norm': 0.19770652055740356, 'learning_rate': 9.386977560232879e-08, 'epoch': 14.61}
{'loss': 1.2019, 'grad_norm': 0.20284751057624817, 'learning_rate': 7.187168276474587e-08, 'epoch': 14.63}
{'loss': 1.1573, 'grad_norm': 0.20401066541671753, 'learning_rate': 5.2805363660046734e-08, 'epoch': 14.66}
{'loss': 1.1528, 'grad_norm': 0.19969816505908966, 'learning_rate': 3.667137767160433e-08, 'epoch': 14.68}
{'loss': 1.1875, 'grad_norm': 0.20329086482524872, 'learning_rate': 2.347019815158724e-08, 'epoch': 14.71}
{'loss': 1.1949, 'grad_norm': 0.20510266721248627, 'learning_rate': 1.3202212407070758e-08, 'epoch': 14.73}
{'loss': 1.1965, 'grad_norm': 0.20047804713249207, 'learning_rate': 5.867721688690431e-09, 'epoch': 14.76}
{'loss': 1.1733, 'grad_norm': 0.20724959671497345, 'learning_rate': 1.4669411817491708e-09, 'epoch': 14.78}
{'loss': 1.1612, 'grad_norm': 0.20073719322681427, 'learning_rate': 0.0, 'epoch': 14.81}
{'train_runtime': 32567.7538, 'train_samples_per_second': 4.627, 'train_steps_per_second': 0.018, 'train_loss': 1.3135437973544128, 'epoch': 14.81}
Traceback (most recent call last):
  File "/home/ubuntu-user/robot_repo/ds_course/train_news.py", line 135, in <module>
    used_memory_for_lora = round(used_memory - start_gpu_memory, 3)
                                               ^^^^^^^^^^^^^^^^
NameError: name 'start_gpu_memory' is not defined
